Hand                               , Skat      ,       JacksMask,  CntJ,  Aces,  Tens, Att10, MxLen,   TKS,   BestGame,  WinProb,  ProbGrand,  ProbClubs, ProbSpades,  ProbHearts,  ProbDiamonds,     ProbNull, WonMask ,   DurationMs
[SJ CT C8 SK SQ S9 DT DK DQ D8]    , -         ,               S,     1,     0,     2,     0,     4,     1,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     59389.30
[CA CQ C9 C7 S9 S7 H9 SJ D9 D7]    , -         ,               S,     1,     1,     0,     0,     4,     0,       Null,   0.4000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.4000, ------  ,     20307.70
[SJ SA ST S9 S8 S7 C7 HA H8 D9]    , -         ,               S,     1,     2,     1,     1,     5,     0,     Spades,   0.3000,     0.1000,     0.0000,     0.3000,      0.0000,        0.0000,       0.0000, ------  ,     28535.90
[CJ DJ DK DQ D9 D8 CA HK HQ H8]    , -         ,              CD,     2,     1,     0,     0,     4,     0,   Diamonds,   0.4500,     0.0000,     0.0000,     0.0000,      0.3000,        0.4500,       0.0000, ------  ,     42891.71
[HJ DJ CA C7 ST SK HT HK DT DQ]    , -         ,              HD,     2,     1,     3,     0,     2,     0,      Grand,   0.1000,     0.1000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     26420.62
[SJ DJ HQ H8 H7 C8 SA SK DA D9]    , -         ,              SD,     2,     2,     0,     0,     3,     0,     Hearts,   0.1500,     0.0500,     0.0000,     0.0000,      0.1500,        0.0000,       0.0000, ------  ,     48845.52
[CJ CQ C9 C7 S8 HT HQ H9 DA DK]    , -         ,               C,     1,     1,     1,     0,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     15494.05
[HJ DA DT DK DQ D9 CT CK SQ HT]    , -         ,               H,     1,     1,     3,     1,     5,     1,   Diamonds,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0500,       0.0000, ------  ,     19412.76
[CJ SJ DJ S9 S7 CT HA HK DA DQ]    , -         ,             CSD,     3,     2,     1,     0,     2,     0,     Spades,   0.6000,     0.2500,     0.4000,     0.6000,      0.2500,        0.3000,       0.0000, ------  ,     10322.18
[CA C9 C8 C7 SA S9 H8 DK D9 D8]    , -         ,               -,     0,     2,     0,     0,     4,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,      7067.69
[C8 ST S8 S7 HA HT H8 DK DQ D9]    , -         ,               -,     0,     1,     2,     1,     3,     0,      Grand,   0.0500,     0.0500,     0.0500,     0.0000,      0.0000,        0.0500,       0.0000, ------  ,      3741.14
[DJ CK C8 ST SK S8 HA HK DK DQ]    , -         ,               D,     1,     1,     1,     0,     3,     1,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     13690.75
[CJ SJ DT D9 D7 CA CQ C8 HQ H9]    , -         ,              CS,     2,     1,     1,     0,     3,     0,   Diamonds,   0.2500,     0.0000,     0.1500,     0.0000,      0.0000,        0.2500,       0.0000, ------  ,     30207.64
[HJ DJ CA CT C9 SQ HT H8 DK D7]    , -         ,              HD,     2,     1,     2,     1,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     38105.32
[SJ HT HK H9 H7 CT CK SK DA DT]    , -         ,               S,     1,     1,     3,     1,     4,     1,     Hearts,   0.1500,     0.0000,     0.0000,     0.0000,      0.1500,        0.0000,       0.0000, ------  ,     17015.79
[HJ SK S9 S8 CA HA H8 DT DK D7]    , -         ,               H,     1,     2,     1,     0,     3,     1,     Spades,   0.1500,     0.0000,     0.0000,     0.1500,      0.0000,        0.1000,       0.0000, ------  ,     22851.01
[HJ HA HT HK H8 CT ST DA DT D8]    , -         ,               H,     1,     2,     4,     2,     4,     1,     Hearts,   0.1000,     0.0000,     0.0000,     0.0000,      0.1000,        0.0500,       0.0000, ------  ,     18522.98
[SJ HJ CA CT CQ C7 S9 HA DA DT]    , -         ,              SH,     2,     3,     2,     2,     4,     0,      Grand,   1.0000,     1.0000,     1.0000,     0.5000,      0.3000,        0.3500,       0.0000, GC----  ,     28898.18
[CJ CA CQ C9 C8 SA ST HT DA D9]    , -         ,               C,     1,     3,     2,     1,     4,     0,      Clubs,   0.8500,     0.7000,     0.8500,     0.0500,      0.4500,        0.1000,       0.0000, GC----  ,     10315.39
[SJ HA HT HK HQ H9 H7 SQ DA D9]    , -         ,               S,     1,     2,     1,     1,     6,     1,     Hearts,   1.0000,     0.1500,     0.0000,     0.0000,      1.0000,        0.0000,       0.0000, ---H--  ,     29245.85
[CA CK SK SQ S8 HQ H9 DK D8 D7]    , -         ,               -,     0,     1,     0,     0,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,      2262.29
[SJ DJ HQ H9 H8 CA SA SQ S8 D9]    , -         ,              SD,     2,     2,     0,     0,     3,     0,     Hearts,   0.2500,     0.0000,     0.0000,     0.0000,      0.2500,        0.0000,       0.0000, ------  ,     38198.15
[CJ DJ CA C9 C8 C7 S9 HA H8 DA]    , -         ,              CD,     2,     3,     0,     0,     4,     0,      Clubs,   1.0000,     0.8500,     1.0000,     0.5500,      0.5500,        0.0500,       0.0000, GC----  ,     16713.49
[CJ HJ DA DT DK D8 D7 CK C8 S9]    , -         ,              CH,     2,     1,     1,     1,     5,     1,   Diamonds,   0.7000,     0.4500,     0.0000,     0.0000,      0.0000,        0.7000,       0.0000, ----D-  ,     87277.60
[SJ CT C7 SK S9 S8 HA H7 DA DQ]    , -         ,               S,     1,     2,     1,     0,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     25170.67
[C8 C7 ST S9 S7 HQ H8 CJ DT D7]    , -         ,               C,     1,     0,     2,     0,     3,     0,       Null,   0.1000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.1000, ------  ,     10766.36
[CT CK CQ C8 C7 ST SQ HA HK DK]    , -         ,               -,     0,     1,     2,     0,     5,     1,      Clubs,   0.0500,     0.0000,     0.0500,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     10079.26
[SJ CA SK S9 S7 HA HQ DK D9 D7]    , -         ,               S,     1,     2,     0,     0,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     24987.43
[CT CK CQ SA S9 HK HQ H8 DT D7]    , -         ,               -,     0,     1,     2,     0,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,      6054.01
[HJ CT C7 SQ HK H9 DA DQ D8 D7]    , -         ,               H,     1,     1,     1,     0,     4,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     23534.80
[CA CT CK SA S8 S7 DT DK DQ D8]    , -         ,               -,     0,     2,     2,     1,     4,     1,      Grand,   0.0500,     0.0500,     0.0000,     0.0000,      0.0500,        0.0000,       0.0000, ------  ,      5847.67
[CQ C9 SA SQ HK H9 H8 H7 DT D7]    , -         ,               -,     0,     1,     1,     0,     4,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,      1832.20
[CJ CT C9 C7 SA SK S9 HQ H9 D7]    , -         ,               C,     1,     1,     1,     0,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     21059.47
[SJ HJ ST SQ CA C7 HK DA DT DK]    , -         ,              SH,     2,     2,     2,     1,     3,     0,     Spades,   0.2000,     0.0500,     0.1000,     0.2000,      0.0000,        0.0500,       0.0000, ------  ,     25871.70
[DJ CA C8 SK SQ S7 HQ H9 H8 DK]    , -         ,               D,     1,     1,     0,     0,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     13619.50
[SJ CT C8 SA ST HT HK H8 DA DQ]    , -         ,               S,     1,     2,     3,     1,     3,     1,      Grand,   0.2000,     0.2000,     0.0500,     0.0000,      0.2000,        0.0000,       0.0000, ------  ,     26784.51
[CJ SJ HJ CT C9 C8 C7 H9 H8 H7]    , -         ,             CSH,     3,     0,     1,     0,     4,     0,      Clubs,   1.0000,     0.0500,     1.0000,     0.0000,      0.8500,        0.0000,       0.0000, -C-H--  ,     46611.69
[CT C9 C8 C7 SA H7 DT DQ D9 D8]    , -         ,               -,     0,     1,     2,     0,     4,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,      5556.96
[CT CQ C7 ST SK S8 S7 H9 H8 DT]    , -         ,               -,     0,     0,     3,     0,     4,     1,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,      2911.62
[SJ HJ CQ C9 SA SQ S7 HK H7 DK]    , -         ,              SH,     2,     1,     0,     0,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     24375.03
[HJ SA SK S9 S8 CA HA HQ DT DK]    , -         ,               H,     1,     3,     1,     0,     4,     0,     Spades,   0.3500,     0.1500,     0.0000,     0.3500,      0.0000,        0.0500,       0.0000, ------  ,     29465.45
[DJ CK C9 C7 ST SK SQ DK D9 D8]    , -         ,               D,     1,     0,     1,     0,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     27086.65
[CJ DJ DK DQ D9 D8 C8 ST S8 HQ]    , -         ,              CD,     2,     0,     1,     0,     4,     0,   Diamonds,   0.1000,     0.0000,     0.0000,     0.0000,      0.0000,        0.1000,       0.0000, ------  ,     46079.90
[DJ C8 C7 SA SQ HA H8 H7 DA D8]    , -         ,               D,     1,     3,     0,     0,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     13125.03
[CJ SJ HJ DT C7 SA ST SK S7 HT]    , -         ,             CSH,     3,     1,     3,     1,     4,     1,   Diamonds,   0.6500,     0.4000,     0.2500,     0.3500,      0.5500,        0.6500,       0.0000, ------  ,      6881.56
[CQ C9 C8 C7 ST SK S8 HA HK D8]    , -         ,               -,     0,     1,     1,     0,     4,     1,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,      6531.22
[CJ SJ SK S9 S8 C8 H7 DT DQ D7]    , -         ,              CS,     2,     0,     1,     0,     3,     0,     Spades,   0.1500,     0.0000,     0.0000,     0.1500,      0.0000,        0.0000,       0.1000, ------  ,     32948.43
[SJ HJ CA C7 S9 HA H9 DA DT D7]    , -         ,              SH,     2,     3,     1,     1,     3,     0,      Grand,   0.8000,     0.8000,     0.4000,     0.3500,      0.5000,        0.8000,       0.0000, G---D-  ,     26235.95
[DJ ST S9 S8 S7 CA H8 H7 DA D7]    , -         ,               D,     1,     2,     1,     0,     4,     0,     Spades,   0.1000,     0.0000,     0.0000,     0.1000,      0.0000,        0.0000,       0.0000, ------  ,     12326.98
[CK C7 ST SQ S7 HK H8 DQ D9 D7]    , -         ,               -,     0,     0,     1,     0,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,      1427.83
[CJ DJ CA C9 ST S7 HT HK DQ D8]    , -         ,              CD,     2,     1,     2,     0,     2,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     30217.55
[HJ DJ ST S9 S8 S7 CQ C9 HQ DA]    , -         ,              HD,     2,     1,     1,     0,     4,     0,     Spades,   0.0500,     0.0000,     0.0000,     0.0500,      0.0000,        0.0000,       0.0000, ------  ,     19338.23
[SJ CQ C8 C7 ST S9 HK DA DK D7]    , -         ,               S,     1,     1,     1,     0,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     19530.61
[CJ DA DT DQ D9 D7 CA ST HQ H9]    , -         ,               C,     1,     2,     2,     1,     5,     0,   Diamonds,   0.1500,     0.0000,     0.0000,     0.0000,      0.0000,        0.1500,       0.0000, ------  ,     13992.37
[CQ CT C8 S8 S7 HQ H7 HJ DT D8]    , -         ,               H,     1,     0,     2,     0,     3,     0,       Null,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0500, ------  ,     11426.07
[CJ HJ CT SK HK HQ H7 DQ D9 D8]    , -         ,              CH,     2,     0,     1,     0,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     16705.27
[C9 C7 ST S9 S8 HT H8 SJ DJ D8]    , -         ,              SD,     2,     0,     2,     0,     3,     0,       Null,   0.1000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.1000, ------  ,     76351.79
[DJ CA CT S9 HK H9 H8 DK DQ D9]    , -         ,               D,     1,     1,     1,     1,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     14609.19
[CJ SJ CA C7 SA SK SQ HT DT DQ]    , -         ,              CS,     2,     2,     2,     0,     3,     0,      Grand,   0.4000,     0.4000,     0.1000,     0.2500,      0.2000,        0.3500,       0.0000, ------  ,     13397.99
[CQ C9 SQ S7 HT HK H8 DK DQ D8]    , -         ,               -,     0,     0,     1,     0,     3,     1,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,      1474.08
[CQ C9 C8 S7 HA HT H8 DQ SJ D7]    , -         ,               S,     1,     1,     1,     1,     3,     0,       Null,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0500, ------  ,     18844.28
[C8 SA ST HT HK HQ H8 DQ D9 D7]    , -         ,               -,     0,     1,     2,     1,     4,     1,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,      4115.43
[HJ DJ CQ C9 SA ST H9 DA D9 D7]    , -         ,              HD,     2,     2,     1,     1,     3,     0,      Clubs,   0.2500,     0.1500,     0.2500,     0.0000,      0.1500,        0.2000,       0.0000, ------  ,     25963.41
[CJ C9 C7 SA SK S9 S8 HT D9 D7]    , -         ,               C,     1,     1,     1,     0,     4,     0,      Clubs,   0.0500,     0.0000,     0.0500,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     13596.17
[HT HQ H9 H8 H7 ST S9 S7 DK D8]    , -         ,               -,     0,     0,     2,     0,     5,     0,     Hearts,   0.0500,     0.0000,     0.0000,     0.0000,      0.0500,        0.0000,       0.0000, ------  ,     29366.31
[HJ CT CK CQ C7 SK HA H8 DT D9]    , -         ,               H,     1,     1,     2,     0,     4,     1,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     21354.30
[HJ DJ DK DQ D7 C8 SA ST SK H7]    , -         ,              HD,     2,     1,     1,     1,     3,     0,   Diamonds,   0.1000,     0.0500,     0.0000,     0.0000,      0.0000,        0.1000,       0.0000, ------  ,     25937.20
[CT C7 SA ST S9 S8 HQ HT H8 HJ]    , -         ,               H,     1,     1,     3,     1,     4,     0,       Null,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0500, ------  ,     77471.58
[HJ DJ CQ C9 C7 SK SQ H8 DT DQ]    , -         ,              HD,     2,     0,     1,     0,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     29309.01
[DJ CA C9 SA ST SK S9 H9 H7 DT]    , -         ,               D,     1,     2,     2,     1,     4,     1,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     20765.22
[CJ SJ HJ ST S9 S7 C9 C8 HA H8]    , -         ,             CSH,     3,     1,     1,     0,     3,     0,     Spades,   0.8500,     0.1500,     0.8000,     0.8500,      0.1000,        0.0500,       0.0000, -CS---  ,     30265.21
[CJ HJ CT CK CQ C8 C7 ST HT D7]    , -         ,              CH,     2,     0,     3,     0,     5,     1,      Clubs,   0.1500,     0.0000,     0.1500,     0.0000,      0.0000,        0.0000,       0.0500, ------  ,     19755.03
[CJ HJ CA ST S8 HT HK H9 D8 D7]    , -         ,              CH,     2,     1,     2,     0,     3,     1,      Grand,   0.1500,     0.1500,     0.0000,     0.1500,      0.0500,        0.1500,       0.0000, ------  ,     27305.24
[CJ DJ CT S9 HA HK HQ H8 D9 D8]    , -         ,              CD,     2,     1,     1,     0,     4,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     41313.83
[CJ HJ CA CK S8 HK HQ H9 DQ D8]    , -         ,              CH,     2,     1,     0,     0,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     40353.49
[CJ SA ST SK S9 S7 CQ C9 C8 HA]    , -         ,               C,     1,     2,     1,     1,     5,     1,     Spades,   0.9500,     0.1500,     0.3000,     0.9500,      0.0000,        0.0000,       0.0000, --S---  ,     48569.74
[DJ CA CT CQ C8 ST S7 H9 H7 DQ]    , -         ,               D,     1,     1,     2,     1,     4,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     23417.13
[SJ HJ CT C9 C8 ST SQ HQ H9 D8]    , -         ,              SH,     2,     0,     2,     0,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     34969.83
[CJ CK C9 SK HA HT HQ H9 DA D9]    , -         ,               C,     1,     2,     1,     1,     4,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     17361.10
[HJ DJ HT H8 H7 SA ST DA DQ D9]    , -         ,              HD,     2,     2,     2,     1,     3,     0,     Hearts,   0.8000,     0.3500,     0.0500,     0.1000,      0.8000,        0.4500,       0.0000, ---H--  ,     37157.86
[HJ DJ C9 ST SK S9 H9 H7 DT DQ]    , -         ,              HD,     2,     0,     2,     0,     3,     1,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     41538.34
[SJ SA SQ S8 S7 CA CQ C9 DT DK]    , -         ,               S,     1,     2,     1,     0,     4,     0,     Spades,   0.1500,     0.0000,     0.0000,     0.1500,      0.0000,        0.0000,       0.0000, ------  ,     61847.12
[HJ CT C9 ST S7 HA HT DT D9 D8]    , -         ,               H,     1,     1,     4,     1,     3,     0,      Grand,   0.0500,     0.0500,     0.0500,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     24503.52
[SJ HJ HT H8 CK SK S8 DA DQ D7]    , -         ,              SH,     2,     1,     1,     0,     3,     0,     Hearts,   0.0500,     0.0000,     0.0000,     0.0000,      0.0500,        0.0000,       0.0000, ------  ,     41452.96
[CJ SJ HQ H9 CT C8 SK DA DK DQ]    , -         ,              CS,     2,     1,     1,     0,     3,     0,     Hearts,   0.1000,     0.0000,     0.0500,     0.0000,      0.1000,        0.0000,       0.0000, ------  ,     11700.22
[CQ C7 SA SQ HA HK DA DT DQ D9]    , -         ,               -,     0,     3,     1,     1,     4,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,      8666.27
[SJ HJ CA CT CQ C9 C8 SQ S8 DA]    , -         ,              SH,     2,     2,     1,     1,     5,     0,      Clubs,   0.9500,     0.6500,     0.9500,     0.2500,      0.0000,        0.0000,       0.0000, -C----  ,     55493.41
[SJ CQ C9 C7 ST S9 HA H8 D8 D7]    , -         ,               S,     1,     1,     1,     0,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     18416.83
[SJ HJ C9 C7 SA SQ S7 HK DQ D7]    , -         ,              SH,     2,     1,     0,     0,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     18089.05
[CJ DQ D8 D7 CA C9 C7 SA HK HQ]    , -         ,               C,     1,     2,     0,     0,     3,     0,   Diamonds,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0500,       0.0000, ------  ,      5735.52
[CJ HJ SQ S9 S7 CA CK HA DK DQ]    , -         ,              CH,     2,     2,     0,     0,     3,     0,     Spades,   0.3000,     0.0500,     0.0000,     0.3000,      0.0000,        0.1000,       0.0000, ------  ,     22717.35
[HJ CK C8 C7 SA ST SQ HK H9 D8]    , -         ,               H,     1,     1,     1,     1,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     31797.98
[CJ SJ DT DQ D8 CT C9 SK HA H8]    , -         ,              CS,     2,     1,     2,     0,     3,     0,   Diamonds,   0.3000,     0.1000,     0.1500,     0.0500,      0.0000,        0.3000,       0.0000, ------  ,     18752.55
[SJ HJ DJ DK D9 D8 C9 SA SK HA]    , -         ,             SHD,     3,     2,     0,     0,     3,     0,   Diamonds,   0.9000,     0.0500,     0.1500,     0.3500,      0.0500,        0.9000,       0.0000, ----D-  ,     38329.42
[SJ DK CA CK C8 SA S7 HA HT H8]    , -         ,               S,     1,     3,     1,     1,     3,     0,   Diamonds,   0.4000,     0.3500,     0.3500,     0.2000,      0.2000,        0.4000,       0.0000, ------  ,     42946.88
[CJ DJ CA CT C9 SA S7 DA D9 D8]    , -         ,              CD,     2,     3,     1,     1,     3,     0,      Grand,   1.0000,     1.0000,     0.8500,     0.7000,      0.3000,        1.0000,       0.0000, GCS-D-  ,     37838.81
[CK CQ C9 C8 S7 HK HQ H8 H7 DK]    , -         ,               -,     0,     0,     0,     0,     4,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,      4130.99
[CJ CA CQ C9 C8 SQ H9 H7 DQ D7]    , -         ,               C,     1,     1,     0,     0,     4,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,      8761.88
[CJ SJ HJ CA C8 C7 SA HT H9 DQ]    , -         ,             CSH,     3,     2,     1,     0,     3,     0,      Clubs,   0.9000,     0.5000,     0.9000,     0.4000,      0.9000,        0.6000,       0.0000, -C-H--  ,      9536.29
[HJ CA CT C7 SA SK SQ HA H8 H7]    , -         ,               H,     1,     3,     1,     1,     3,     0,      Clubs,   0.3000,     0.2500,     0.3000,     0.2000,      0.2500,        0.1000,       0.0000, ------  ,     43547.60
[CJ CQ C7 ST SQ HA H8 H7 DA D7]    , -         ,               C,     1,     2,     1,     0,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,      7820.59
[C9 SQ S9 S8 HA HT H9 DK D9 D7]    , -         ,               -,     0,     1,     1,     1,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,      1466.02
[CK C9 C8 S9 S8 H8 DA DT DK DQ]    , -         ,               -,     0,     1,     1,     1,     4,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,      4904.97
[C7 SA ST S8 S7 HK HQ HT H7 DT]    , -         ,               -,     0,     1,     3,     1,     4,     1,       Null,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0500, ------  ,     10208.88
[HJ DJ CA CT C7 SQ S8 H9 DT D9]    , -         ,              HD,     2,     1,     2,     1,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     50444.28
[CT CK CQ C7 S8 S7 HQ H9 DA D7]    , -         ,               -,     0,     1,     1,     0,     4,     1,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,      2916.32
