Hand                               , Skat      ,       JacksMask,  CntJ,  Aces,  Tens, Att10, MxLen,   TKS,   BestGame,  WinProb,  ProbGrand,  ProbClubs, ProbSpades,  ProbHearts,  ProbDiamonds,     ProbNull, WonMask ,   DurationMs
[CJ CA CQ C8 S9 S8 HA HQ H9 DA]    , -         ,               C,     1,     3,     0,     0,     3,     0,      Grand,   0.3500,     0.3500,     0.1000,     0.3000,      0.1500,        0.0000,       0.0000, ------  ,     21551.30
[DJ CK C9 C8 SK SQ HA HK H9 DT]    , -         ,               D,     1,     1,     1,     0,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,      9232.76
[CJ HA HT HK H9 C9 S9 DA D9 D7]    , -         ,               C,     1,     2,     1,     1,     4,     1,     Hearts,   0.2500,     0.2000,     0.0000,     0.0000,      0.2500,        0.0500,       0.0000, ------  ,     29466.83
[CQ C7 ST SK S8 HK DT DK DQ D8]    , -         ,               -,     0,     0,     2,     0,     4,     2,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,      3668.85
[CJ DJ CQ C8 SQ S9 S7 H9 D9 D8]    , -         ,              CD,     2,     0,     0,     0,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     23821.87
[CA C9 SA S9 S8 S7 HT H8 DK D9]    , -         ,               -,     0,     2,     1,     0,     4,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,      7309.44
[CT CQ SA ST S7 HQ DQ D9 D8 D7]    , -         ,               -,     0,     1,     2,     1,     4,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,      2957.36
[HJ DJ C8 C7 ST S9 HT H8 H7 DA]    , -         ,              HD,     2,     1,     2,     0,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     27277.12
[DJ SQ S9 S7 CA CQ HQ DA DK D9]    , -         ,               D,     1,     2,     0,     0,     3,     0,     Spades,   0.0500,     0.0000,     0.0000,     0.0500,      0.0000,        0.0000,       0.0000, ------  ,     28974.07
[SJ HJ CT CQ C8 C7 HK H7 DT D7]    , -         ,              SH,     2,     0,     2,     0,     4,     0,      Clubs,   0.1500,     0.0000,     0.1500,     0.0000,      0.0000,        0.0000,       0.0500, ------  ,     78307.20
[HJ CT CK C9 SA S8 S7 HT DK D8]    , -         ,               H,     1,     1,     2,     0,     3,     1,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     17415.77
[CJ SJ DJ CT C9 C7 S7 H8 DQ D9]    , -         ,             CSD,     3,     0,     1,     0,     3,     0,      Clubs,   0.2000,     0.0000,     0.2000,     0.0000,      0.0000,        0.0500,       0.0500, ------  ,     26322.86
[SJ HJ CT CK CQ S8 S7 HT HK DQ]    , -         ,              SH,     2,     0,     2,     0,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     23340.09
[DJ CT CQ C9 SQ HA HQ DA DT D8]    , -         ,               D,     1,     2,     2,     1,     3,     0,      Grand,   0.0500,     0.0500,     0.0500,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     42322.12
[C7 SA SK S9 S7 HK H8 DA DK D8]    , -         ,               -,     0,     2,     0,     0,     4,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     10433.24
[CT CQ C7 SQ HA HK H8 DT D9 D7]    , -         ,               -,     0,     1,     2,     0,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,      4960.61
[HJ CQ SK S8 HK HQ H9 H7 DQ D8]    , -         ,               H,     1,     0,     0,     0,     4,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     14175.47
[DJ HA HT HQ H9 H7 CQ C9 S7 DT]    , -         ,               D,     1,     1,     2,     1,     5,     0,     Hearts,   0.0500,     0.0000,     0.0000,     0.0000,      0.0500,        0.0000,       0.0000, ------  ,     16635.69
[C8 C7 ST S7 HA H9 H7 DT D9 D7]    , -         ,               -,     0,     1,     2,     0,     3,     0,       Null,   0.4000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.4000, ------  ,      4104.31
[CJ DJ HK HQ H9 CA CT CK CQ DA]    , -         ,              CD,     2,     2,     1,     1,     4,     0,     Hearts,   1.0000,     0.7500,     0.9500,     0.0000,      1.0000,        0.0000,       0.0000, GC-H--  ,     29475.40
[CJ SJ CQ C9 C8 SA SK S7 DT D9]    , -         ,              CS,     2,     1,     1,     0,     3,     0,      Clubs,   0.4000,     0.1000,     0.4000,     0.2000,      0.0000,        0.1000,       0.0000, ------  ,     29467.02
[DJ ST S8 S7 CA C7 HT HK HQ DA]    , -         ,               D,     1,     2,     2,     0,     3,     0,     Spades,   0.2500,     0.0500,     0.0000,     0.2500,      0.0500,        0.0000,       0.0000, ------  ,     18461.04
[DJ CT C8 SA ST SK HT H8 DT D7]    , -         ,               D,     1,     1,     4,     1,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     22809.02
[HJ DJ C7 S9 S7 HA HT HK H9 DK]    , -         ,              HD,     2,     1,     1,     1,     4,     1,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     36528.41
[CJ DJ CA CQ C8 S8 HA H8 DQ D9]    , -         ,              CD,     2,     2,     0,     0,     3,     0,      Grand,   0.0500,     0.0500,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     41683.83
[CJ SJ CT CQ S8 HK H8 DA DK D9]    , -         ,              CS,     2,     1,     1,     0,     3,     0,      Grand,   0.0500,     0.0500,     0.0000,     0.0000,      0.0000,        0.0500,       0.0000, ------  ,     18145.10
[CJ CA CT CK CQ C8 SQ S8 H8 DA]    , -         ,               C,     1,     2,     1,     1,     5,     1,      Clubs,   0.3500,     0.2000,     0.3500,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     23725.39
[DJ C9 C8 SQ S9 S8 S7 HT DQ D7]    , -         ,               D,     1,     0,     1,     0,     4,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,      4952.28
[CJ HJ DJ SA SK S9 CA CK HK DT]    , -         ,             CHD,     3,     2,     1,     0,     3,     0,     Spades,   0.5000,     0.3500,     0.3000,     0.5000,      0.4500,        0.4000,       0.0000, ------  ,     19081.67
[CJ CT CK C8 S8 S7 HA DA D9 D7]    , -         ,               C,     1,     2,     1,     0,     3,     1,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     10382.28
[HJ DJ C9 C8 C7 SQ S7 H8 H7 DT]    , -         ,              HD,     2,     0,     1,     0,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,      7470.56
[HJ DJ C9 SK S9 HT HQ H9 DQ D9]    , -         ,              HD,     2,     0,     1,     0,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     38152.39
[CJ HJ HA HT HK H8 C9 DA DQ D9]    , -         ,              CH,     2,     2,     1,     1,     4,     1,     Hearts,   1.0000,     0.8000,     0.0000,     0.0000,      1.0000,        1.0000,       0.0000, G--HD-  ,     31131.33
[CJ CK CQ C9 S7 HA H9 DA DT DK]    , -         ,               C,     1,     2,     1,     1,     3,     0,      Clubs,   0.2000,     0.1000,     0.2000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     16392.82
[SJ CT CQ SA S9 HQ DT DQ D8 D7]    , -         ,               S,     1,     1,     2,     0,     4,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     27022.96
[SJ HA HK HQ H8 H7 CQ SA S9 D8]    , -         ,               S,     1,     2,     0,     0,     5,     0,     Hearts,   0.3000,     0.0500,     0.0000,     0.0000,      0.3000,        0.0000,       0.0000, ------  ,     31143.46
[CJ SJ CA CQ C9 S7 HA HT H7 D8]    , -         ,              CS,     2,     2,     1,     1,     3,     0,      Grand,   0.7500,     0.7500,     0.7000,     0.3500,      0.6500,        0.3000,       0.0000, GC----  ,     16227.82
[CT CK CQ ST SQ HA HK H9 H7 DT]    , -         ,               -,     0,     1,     3,     0,     4,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     10113.61
[CA C9 S9 HT HQ H8 H7 DK DQ D7]    , -         ,               -,     0,     1,     1,     0,     4,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     13628.81
[DJ CK CQ C9 C7 HT HK H9 DQ D8]    , -         ,               D,     1,     0,     1,     0,     4,     1,      Clubs,   0.0500,     0.0000,     0.0500,     0.0000,      0.0000,        0.0000,       0.0500, ------  ,     22687.17
[CK C9 C7 SA ST S8 S7 HT SJ DT]    , -         ,               S,     1,     1,     3,     1,     4,     0,       Null,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0500, ------  ,     18607.39
[C7 SQ H9 H8 H7 DA HJ D9 D8 D7]    , -         ,               H,     1,     1,     0,     0,     4,     0,       Null,   0.1000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.1000, ------  ,     16779.72
[C9 C8 S9 HQ H9 H8 H7 CJ D8 D7]    , -         ,               C,     1,     0,     0,     0,     4,     0,       Null,   0.1000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.1000, ------  ,      8880.85
[SJ CQ ST S9 S7 HT DT DK DQ D7]    , -         ,               S,     1,     0,     3,     0,     4,     1,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     33330.34
[HJ CT C8 SQ S8 HA HK HQ H8 DQ]    , -         ,               H,     1,     1,     1,     0,     4,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     61592.90
[SJ CT CQ C8 C7 ST S8 DA DK D9]    , -         ,               S,     1,     1,     2,     0,     4,     0,      Clubs,   0.1000,     0.0000,     0.1000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     91498.72
[CJ SJ DJ HK HQ H9 H7 C8 DT D8]    , -         ,             CSD,     3,     0,     1,     0,     4,     0,     Hearts,   0.8000,     0.1500,     0.0500,     0.0000,      0.8000,        0.3500,       0.0000, ---H--  ,     60389.09
[CA C7 ST S8 S7 HK DA DK D8 D7]    , -         ,               -,     0,     2,     1,     0,     4,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,      8212.10
[SJ DJ DA DT DK D9 D7 CA HK H8]    , -         ,              SD,     2,     2,     1,     1,     5,     1,   Diamonds,   0.9500,     0.6500,     0.0000,     0.0000,      0.0500,        0.9500,       0.0000, ----D-  ,     78034.08
[SJ HJ DQ D7 CA CQ C9 S7 HT H7]    , -         ,              SH,     2,     1,     1,     0,     3,     0,   Diamonds,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0500,       0.0000, ------  ,     36768.12
[CQ CT C9 C8 S8 H9 DA DK D9 D7]    , -         ,               -,     0,     1,     1,     0,     4,     0,       Null,   0.1500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.1500, ------  ,     15990.16
[SJ CQ C9 SA SK S8 S7 HA DT D8]    , -         ,               S,     1,     2,     1,     0,     4,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     23638.56
[CJ SJ DK D9 D8 CQ C9 SA S9 H8]    , -         ,              CS,     2,     1,     0,     0,     3,     0,   Diamonds,   0.1000,     0.0000,     0.0000,     0.0000,      0.0000,        0.1000,       0.0000, ------  ,     13001.37
[HJ DJ HT HQ H9 CA CK DA DT D8]    , -         ,              HD,     2,     2,     2,     1,     3,     0,     Hearts,   0.8500,     0.4500,     0.3000,     0.0500,      0.8500,        0.3000,       0.0000, ---H--  ,     80353.68
[C8 C7 S9 S8 HA H9 H7 SJ HJ D9]    , -         ,              SH,     2,     1,     0,     0,     3,     0,       Null,   0.1000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.1000, ------  ,     21217.35
[DJ SQ S9 S8 S7 C9 HA HT HQ H8]    , -         ,               D,     1,     1,     1,     1,     4,     0,     Spades,   0.0500,     0.0000,     0.0000,     0.0500,      0.0000,        0.0000,       0.0000, ------  ,     70806.53
[SJ CA CK C8 SQ S7 HT H9 DQ D8]    , -         ,               S,     1,     1,     1,     0,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     29368.34
[DJ CK C7 ST S9 S7 H9 H8 H7 DA]    , -         ,               D,     1,     1,     1,     0,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,      8052.03
[CJ SJ DJ CQ C9 C8 C7 S9 DA D7]    , -         ,             CSD,     3,     1,     0,     0,     4,     0,      Clubs,   1.0000,     0.2500,     1.0000,     0.0500,      0.0000,        0.3500,       0.0000, -C----  ,     21534.32
[HJ C8 ST S7 HA HK DA DK DQ D7]    , -         ,               H,     1,     2,     1,     0,     4,     0,      Grand,   0.0500,     0.0500,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     39465.75
[CJ HJ CK CQ C8 ST S8 HT HK H9]    , -         ,              CH,     2,     0,     2,     0,     3,     1,      Clubs,   0.1500,     0.0000,     0.1500,     0.0500,      0.1000,        0.0000,       0.0000, ------  ,     88961.50
[CJ CK C9 ST S7 HA H8 H7 DA DT]    , -         ,               C,     1,     2,     2,     1,     3,     0,      Grand,   0.3000,     0.3000,     0.2000,     0.1000,      0.0500,        0.0000,       0.0000, ------  ,      8480.92
[CT CQ C9 C8 SA SQ HQ DT D9 D7]    , -         ,               -,     0,     1,     2,     0,     4,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,      6746.67
[CJ CQ C9 C7 SK S7 HQ H9 DQ D8]    , -         ,               C,     1,     0,     0,     0,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,      7668.33
[HA HT HK H9 CK C8 SA S7 DA DT]    , -         ,               -,     0,     3,     2,     2,     4,     1,     Hearts,   0.2000,     0.0000,     0.0500,     0.0000,      0.2000,        0.0000,       0.0000, ------  ,     10766.59
[HJ CT CQ C8 C7 SA SQ DK DQ D7]    , -         ,               H,     1,     1,     1,     0,     4,     0,      Clubs,   0.1500,     0.0000,     0.1500,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     46702.80
[CK C8 SA SQ HT H7 DA DQ D9 D7]    , -         ,               -,     0,     2,     1,     0,     4,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     10024.92
[CJ CA CT CQ C9 SA DT DK DQ D7]    , -         ,               C,     1,     2,     2,     1,     4,     1,      Clubs,   0.9500,     0.3500,     0.9500,     0.0000,      0.0000,        0.9500,       0.0000, -C--D-  ,     28778.30
[DJ CQ SK S9 S8 S7 H9 H8 DA DT]    , -         ,               D,     1,     1,     1,     1,     4,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,      8806.79
[CK C8 SA SK HA HT H9 H7 DT DK]    , -         ,               -,     0,     2,     2,     1,     4,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,      8309.73
[CJ DJ CT CQ C9 SQ S7 H7 DA D7]    , -         ,              CD,     2,     1,     1,     0,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     34640.15
[SJ HT H7 CA C7 SA SQ S9 DA D7]    , -         ,               S,     1,     3,     1,     0,     3,     0,     Hearts,   0.1000,     0.0500,     0.0000,     0.0000,      0.1000,        0.0000,       0.0000, ------  ,     24817.80
[SJ HJ CT CK C9 ST S8 S7 HK H8]    , -         ,              SH,     2,     0,     2,     0,     3,     1,      Clubs,   0.1000,     0.0000,     0.1000,     0.0500,      0.0000,        0.0000,       0.0000, ------  ,     76169.22
[DJ C9 SA S9 S7 HA HK H8 DT D7]    , -         ,               D,     1,     2,     1,     0,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     44223.30
[CJ HJ DJ CT CK C9 C7 ST S9 HA]    , -         ,             CHD,     3,     1,     2,     0,     4,     1,      Clubs,   1.0000,     0.8000,     1.0000,     0.8500,      0.1000,        0.0500,       0.0000, GCS---  ,     83381.06
[CQ CT SA S9 S8 S7 HA H9 H7 D7]    , -         ,               -,     0,     2,     1,     0,     4,     0,       Null,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0500, ------  ,      6049.96
[C9 C8 SQ S9 S7 HT H8 H7 DK D8]    , -         ,               -,     0,     0,     1,     0,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,      1477.45
[CJ SJ DJ DQ D8 CT C8 ST HA HT]    , -         ,             CSD,     3,     1,     3,     1,     2,     0,   Diamonds,   0.9000,     0.2000,     0.7000,     0.3500,      0.0500,        0.9000,       0.0000, -C--D-  ,     12037.39
[SJ HJ DJ S9 S7 CT HA HK HQ D7]    , -         ,             SHD,     3,     1,     1,     0,     3,     0,     Spades,   0.1500,     0.0000,     0.0000,     0.1500,      0.0500,        0.0000,       0.0000, ------  ,     28916.90
[DJ CQ C8 C7 SA HT HQ H9 H7 DK]    , -         ,               D,     1,     1,     1,     0,     4,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     21770.25
[SJ CK C9 C7 ST SK HA H9 DK D7]    , -         ,               S,     1,     1,     1,     0,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     14403.39
[SJ HJ DJ DK DQ D9 CK CQ HA HQ]    , -         ,             SHD,     3,     1,     0,     0,     3,     0,   Diamonds,   0.4500,     0.0000,     0.2000,     0.0000,      0.1000,        0.4500,       0.0000, ------  ,     43841.63
[DJ CT C9 SK S9 S8 S7 H8 H7 D8]    , -         ,               D,     1,     0,     1,     0,     4,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     12416.23
[SJ HJ CQ S9 S8 S7 HQ DT DK D9]    , -         ,              SH,     2,     0,     1,     0,     3,     1,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     13395.47
[HJ C9 C8 SK S9 S8 H9 H8 H7 DK]    , -         ,               H,     1,     0,     0,     0,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,      4288.90
[DJ CA CQ C9 C7 SA ST SK D8 D7]    , -         ,               D,     1,     2,     1,     1,     4,     0,      Clubs,   0.0500,     0.0000,     0.0500,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     36709.80
[CJ CT CK C8 SQ S7 HQ DT DK D8]    , -         ,               C,     1,     0,     2,     0,     3,     2,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     21426.78
[SJ CT C9 C8 C7 SA S8 S7 HA D9]    , -         ,               S,     1,     2,     1,     0,     4,     0,      Clubs,   0.5000,     0.1000,     0.5000,     0.1500,      0.0500,        0.1000,       0.0000, ------  ,     21606.53
[CA CQ C8 SQ S7 HQ DA DK D9 D7]    , -         ,               -,     0,     2,     0,     0,     4,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     15324.39
[CJ HJ DA DK D8 D7 CA C8 C7 S7]    , -         ,              CH,     2,     2,     0,     0,     4,     0,   Diamonds,   0.9000,     0.5500,     0.6000,     0.1000,      0.0000,        0.9000,       0.0000, ----D-  ,     44046.14
[CA CT CK CQ C8 SQ HA H9 H8 D7]    , -         ,               -,     0,     2,     1,     1,     5,     1,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     22613.92
[SJ HJ HQ H9 H7 CK C8 SA ST SK]    , -         ,              SH,     2,     1,     1,     1,     3,     0,     Hearts,   0.5000,     0.0500,     0.0000,     0.0000,      0.5000,        0.0000,       0.0000, ------  ,     31681.03
[SJ DJ DA DT D9 D7 CA C9 C7 HK]    , -         ,              SD,     2,     2,     1,     1,     4,     0,   Diamonds,   0.8000,     0.6000,     0.6500,     0.0000,      0.0500,        0.8000,       0.0000, ----D-  ,     41478.24
[CQ SQ S7 HA HT HK H8 DA DQ D7]    , -         ,               -,     0,     2,     1,     1,     4,     1,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,      9260.92
[C9 C8 C7 SK S7 HK HQ H8 H7 HJ]    , -         ,               H,     1,     0,     0,     0,     4,     0,       Null,   0.3000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.3000, ------  ,     10156.77
[CJ DJ CK CQ ST SK HK H8 DA D9]    , -         ,              CD,     2,     1,     1,     0,     2,     0,      Grand,   0.1000,     0.1000,     0.0500,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     19677.74
[SJ DJ HT HK H8 CA CT CQ SK DA]    , -         ,              SD,     2,     2,     2,     1,     3,     1,     Hearts,   0.7000,     0.4000,     0.4000,     0.0000,      0.7000,        0.0000,       0.0000, ---H--  ,     44375.64
[D8 CA C8 SA SK SQ HA H9 H8 H7]    , -         ,               -,     0,     3,     0,     0,     4,     0,   Diamonds,   0.1000,     0.0500,     0.0000,     0.0000,      0.0000,        0.1000,       0.0000, ------  ,     17025.79
[HJ DA DT DK D7 CT CQ C8 SK S7]    , -         ,               H,     1,     1,     2,     1,     4,     1,   Diamonds,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0500,       0.0000, ------  ,     67509.82
[HJ CA CQ C7 SA SK HT HQ H7 DQ]    , -         ,               H,     1,     2,     1,     0,     3,     0,      Grand,   0.0500,     0.0500,     0.0000,     0.0000,      0.0500,        0.0000,       0.0000, ------  ,     38952.93
[CT C9 ST SK SQ HQ H8 DT DQ D8]    , -         ,               -,     0,     0,     3,     0,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,      3862.30
[C8 ST S8 S7 HK HT DQ SJ D8 D7]    , -         ,               S,     1,     0,     2,     0,     3,     0,       Null,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0500, ------  ,     21081.74
[HJ CT C9 C8 ST HT HK H9 DT DQ]    , -         ,               H,     1,     0,     4,     0,     3,     1,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     20019.62
[HJ C9 C7 SA SQ S8 HK H7 DQ D8]    , -         ,               H,     1,     1,     0,     0,     3,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     16275.55
[SJ DJ CA C9 SQ H9 H8 DA DK D7]    , -         ,              SD,     2,     2,     0,     0,     3,     0,      Grand,   0.0500,     0.0500,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     40558.16
[C8 SA SK SQ S8 HK DA DT DQ D7]    , -         ,               -,     0,     2,     1,     1,     4,     0,      Grand,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,       0.0000, ------  ,     19582.58
